Generation	Fitness	Shooting fitness	Aiming fitness	Shots	Misses	Wrong reloads
46	64.177948	15.000000	49.177948	600	570	0
47	62.341661	15.000001	47.341660	600	570	0
48	61.104751	20.000000	41.104750	600	560	0
49	66.611925	25.000000	41.611925	600	550	0
50	64.287688	15.000000	49.287688	600	570	0
51	63.493117	15.000000	48.493117	600	570	0
52	61.223455	20.000000	41.223456	600	560	0
53	62.836163	10.000000	52.836163	600	580	0
54	67.935976	25.000000	42.935975	600	550	0
55	59.100741	20.000000	39.100741	551	511	11
56	71.727490	25.000000	46.727490	600	550	0
57	64.107769	20.000000	44.107769	600	560	0
58	62.610750	15.500000	47.110750	600	569	0
59	60.961677	15.000000	45.961677	600	570	0
60	65.786645	16.999999	48.786646	600	566	0
61	57.456723	10.000000	47.456724	600	580	0
62	63.203216	10.000000	53.203216	600	580	0
63	65.133748	15.000001	50.133748	600	570	0
64	76.500871	32.500000	44.000870	600	535	0
65	64.010891	6.000000	58.010891	600	588	0
66	62.983087	15.000000	47.983087	600	570	0
67	70.752988	30.000000	40.752988	600	540	0
68	61.489043	15.000000	46.489043	600	570	0
69	59.513943	15.000000	44.513943	540	510	12
70	60.703715	15.000000	45.703716	278	248	64
71	62.092543	9.000000	53.092543	600	582	0
72	62.641026	10.000000	52.641026	600	580	0
73	62.906275	9.999999	52.906275	600	580	0
74	67.803815	20.000001	47.803814	600	560	0
75	64.121867	15.000000	49.121867	600	570	0
76	63.462704	15.000000	48.462704	595	565	2
77	73.022972	30.000000	43.022972	600	540	0
78	67.785977	25.000000	42.785977	533	483	17
79	67.310031	20.000000	47.310030	600	560	0
80	64.729426	11.500000	53.229426	600	577	0
81	67.077449	18.000000	49.077449	600	564	0
82	65.357817	25.000000	40.357817	600	550	0
83	62.864450	0.000000	62.864450	0	0	43
84	65.322512	22.999999	42.322513	600	554	0
85	65.637741	15.000000	50.637741	600	570	0
86	66.157778	11.500000	54.657778	600	577	0
87	65.135910	15.000000	50.135910	600	570	0
88	66.208378	20.000000	46.208378	600	560	0
89	67.959196	20.000000	47.959196	590	550	16
90	64.032994	0.000000	64.032994	3	3	39
