Generation	Fitness	Shooting fitness	Aiming fitness	Shots	Misses	Wrong reloads
342	159.690639	94.000001	65.690638	524	336	8
343	157.351995	90.999999	66.351996	453	271	17
344	165.339240	99.499999	65.839241	469	270	12
345	158.328830	91.000002	67.328828	501	319	9
346	161.695718	95.499998	66.195719	523	332	8
347	159.691148	95.499998	64.191149	586	395	9
348	159.240482	90.500000	68.740482	532	351	13
349	165.533816	99.000002	66.533814	476	278	14
350	153.904100	87.000002	66.904098	545	371	11
351	161.386644	94.000001	67.386643	505	317	11
352	160.542177	95.999999	64.542178	580	388	8
