Generation	Fitness	ShootingFitness	AimingFitness	Shots	Misses	WrongReloads
149	506.431734	447.499994	58.931740	1,030	135	8
150	510.242580	445.999998	64.242581	1,003	111	13
151	492.330378	430.500008	61.830369	964	103	17
152	498.156989	438.500004	59.656984	992	115	18
153	493.365431	434.000001	59.365430	979	111	20
154	513.496011	452.000003	61.496008	1,037	133	13
155	494.725113	436.000003	58.725110	926	54	20
156	497.323610	434.000005	63.323605	967	99	17
157	493.419052	433.999995	59.419057	990	122	19
158	520.227620	458.500001	61.727618	999	82	17
159	508.958417	450.999999	57.958418	1,047	145	20
160	527.568021	466.500000	61.068021	1,037	104	17
161	506.634868	442.499996	64.134872	996	111	12
162	513.338431	453.500000	59.838431	998	91	19
163	499.971850	440.000000	59.971850	977	97	18
164	516.032556	455.500002	60.532554	1,060	149	15
165	499.680384	443.000003	56.680381	975	89	24
166	498.504633	438.500003	60.004629	985	108	17
167	491.991533	431.500001	60.491532	981	118	17
168	481.087679	416.000001	65.087678	912	80	16
169	462.320741	393.500000	68.820741	876	89	5
170	452.532196	390.000001	62.532195	843	63	16
171	446.847719	388.999996	57.847723	854	76	22
172	461.138347	395.499998	65.638349	871	80	11
173	466.060609	401.999998	64.060611	868	64	14
174	476.130981	412.500006	63.630975	918	93	13
175	468.460188	403.999999	64.460189	878	70	16
176	460.448341	395.999997	64.448344	877	85	7
177	458.439236	396.000000	62.439236	875	83	14
178	455.797653	395.500002	60.297651	871	80	18
179	454.105521	391.999998	62.105523	883	99	17
180	454.815408	391.499999	63.315409	856	73	14
181	458.112872	396.000002	62.112870	888	96	14
182	455.904810	394.499999	61.404810	872	83	13
183	454.883344	392.499998	62.383346	882	97	16
184	467.157687	402.499998	64.657689	881	76	13
185	467.072943	402.000000	65.072943	890	86	11
186	467.564410	401.000001	66.564410	885	83	10
187	456.714684	396.000002	60.714682	882	90	16
188	451.464558	389.000002	62.464556	914	136	6
189	451.127620	387.999998	63.127622	883	107	13
190	477.630400	413.499996	64.130404	924	97	11
191	474.647964	412.000000	62.647964	895	71	16
