Generation	Fitness	ShootingFitness	AimingFitness	Shots	Misses	WrongReloads
95	78.271615	36.999999	41.271616	600	526	1
96	74.687930	36.000000	38.687931	600	528	0
97	78.661971	39.999999	38.661972	573	493	0
98	69.022987	30.500000	38.522987	600	539	0
99	81.303170	45.000000	36.303170	600	510	0
100	82.596777	36.000000	46.596777	600	528	0
101	80.122134	40.000000	40.122134	600	520	0
102	78.633919	36.000000	42.633919	600	528	0
103	80.530597	38.500000	42.030597	598	521	0
104	79.616762	36.000001	43.616761	630	558	0
105	83.667521	45.000000	38.667521	600	510	0
106	80.446826	40.500000	39.946826	573	492	0
107	71.401853	31.000000	40.401853	574	512	0
108	76.336386	40.500000	35.836386	585	504	0
109	86.640732	46.500001	40.140732	574	481	1
110	80.331471	38.000000	42.331471	522	446	0
111	75.383712	35.000000	40.383712	630	560	0
112	92.425616	51.000001	41.425615	600	498	0
113	90.322343	44.999999	45.322344	630	540	1
114	95.956904	50.500000	45.456904	600	499	0
115	74.886654	36.000000	38.886654	630	558	0
116	80.286612	35.000000	45.286612	600	530	0
117	109.370872	70.000000	39.370872	607	467	0
118	82.392566	41.499999	40.892567	615	532	0
119	96.451524	47.000001	49.451523	600	506	0
120	82.645988	40.499999	42.145989	630	549	0
121	86.505017	45.000000	41.505016	600	510	0
122	78.772691	37.000000	41.772691	600	526	0
123	88.658495	49.500000	39.158495	630	531	1
124	87.329368	44.000001	43.329367	600	512	0
125	95.245958	55.500000	39.745958	600	489	0
126	94.466971	55.500001	38.966970	630	519	0
127	85.703980	45.000001	40.703979	600	510	0
128	90.684468	52.000000	38.684468	600	496	1
129	101.539481	59.999999	41.539482	600	480	0
130	91.373709	49.500000	41.873709	630	531	0
131	77.995276	36.000000	41.995276	600	528	0
132	87.388602	46.500000	40.888601	600	507	0
133	90.133038	47.000000	43.133039	630	536	0
134	81.935944	41.999999	39.935945	600	516	0
135	75.984899	35.000000	40.984899	600	530	0
136	103.751823	62.499999	41.251824	600	475	0
137	87.640014	46.499999	41.140015	600	507	0
138	84.759260	41.000000	43.759260	600	518	0
139	89.186569	50.500000	38.686569	600	499	0
140	85.328598	33.500001	51.828598	426	359	23
141	85.710160	44.000000	41.710160	650	562	0
142	101.434764	48.000001	53.434763	421	325	36
143	87.031360	45.500000	41.531360	600	509	0
144	87.602083	47.500000	40.102083	630	535	0
145	93.955978	54.999999	38.955979	630	520	0
146	102.413816	58.000000	44.413816	621	505	0
147	104.512819	49.000000	55.512819	291	193	67
148	108.921549	54.000001	54.921548	500	392	39
149	113.669741	59.500000	54.169741	504	385	43
150	102.611948	58.500000	44.111948	450	333	61
151	122.892544	73.499999	49.392545	595	448	34
152	103.572898	55.000000	48.572899	628	518	35
153	115.524545	61.499999	54.024546	533	410	35
154	109.904839	53.999999	55.904839	526	418	44
155	100.911218	54.500000	46.411218	512	403	44
156	113.822034	58.999999	54.822035	585	467	27
157	111.420949	54.000000	57.420949	515	407	42
158	118.686112	65.999999	52.686113	563	431	27
159	117.046940	63.500000	53.546940	561	434	39
160	127.191117	75.000000	52.191117	642	492	29
161	119.928440	66.500001	53.428439	487	354	39
